Wbftp0143,Yes,1,Minimal - barely any,1
Wbftp0145,Yes,1,Minimal - barely any,1
WBFTP0148,Yes,1,Minimal - barely any,1
wbftp0184,Yes,1,Minimal - barely any,1
WBFTP0189,Yes,1,Minimal - barely any,1
WBFTP0190,Yes,1,Minimal - barely any,1
Wbftp0198,Yes,1,Minimal - barely any,1
Wbftp0199,Yes,1,Minimal - barely any,1
Wbftp0200,Yes,1,Minimal - barely any,1
Wbftp0281,Yes,1,Minimal - barely any,1
Wbftp0309,Yes,1,Minimal - barely any,1
WBFTP0002,Yes,1,Normal - adequate amount,2
WBFTP0013,Yes,1,Normal - adequate amount,2
WBFTP0014,Yes,1,Normal - adequate amount,2
WBFTP0015,Yes,1,Normal - adequate amount,2
WBFTP0016,Yes,1,Normal - adequate amount,2
WBFTP0017,Yes,1,Normal - adequate amount,2
WBFTP0018,Yes,1,Normal - adequate amount,2
WBFTP0019,Yes,1,Normal - adequate amount,2
WBFTP0020,Yes,1,Normal - adequate amount,2
WBFTP0021,Yes,1,Normal - adequate amount,2
WBFTP0029,Yes,1,Normal - adequate amount,2
WBFTP0051,Yes,1,Normal - adequate amount,2
WBFTP0076,Yes,1,Normal - adequate amount,2
WBFTP0087,Yes,1,Normal - adequate amount,2
WBFTP0088,Yes,1,Normal - adequate amount,2
WBFTP0089,Yes,1,Normal - adequate amount,2
WBFTP0090,Yes,1,Normal - adequate amount,2
WBFTP0091,Yes,1,Normal - adequate amount,2
WBFTP0105,Yes,1,Normal - adequate amount,2
WBFTP0106,Yes,1,Normal - adequate amount,2
WBFTP0107,Yes,1,Normal - adequate amount,2
WBFTP0111,Yes,1,Normal - adequate amount,2
WBFTP0123,Yes,1,Normal - adequate amount,2
Wbftp0134,Yes,1,Normal - adequate amount,2
Wbftp0137,Yes,1,Normal - adequate amount,2
Wbftp0140,Yes,1,Normal - adequate amount,2
Wbftp0141,Yes,1,Normal - adequate amount,2
Wbftp0142,Yes,1,Normal - adequate amount,2
Wbftp0146,Yes,1,Normal - adequate amount,2
WBFTP0151,Yes,1,Normal - adequate amount,2
WBFTP0156,Yes,1,Normal - adequate amount,2
WBFTP0170,Yes,1,Normal - adequate amount,2
WBFTP0187,Yes,1,Normal - adequate amount,2
Wbftp0192,Yes,1,Normal - adequate amount,2
Wbftp0194,Yes,1,Normal - adequate amount,2
Wbftp0195,Yes,1,Normal - adequate amount,2
Wbftp0197,Yes,1,Normal - adequate amount,2
WBFTP0315,Yes,1,Normal - adequate amount,2
WBFTP0003,Yes,1,Above average - lots of fruit!,3
WBFTP0104,Yes,1,Above average - lots of fruit!,3
WBFTP0188,Yes,1,Above average - lots of fruit!,3
wbftp0316,Yes,1,Above average - lots of fruit!,3
WBFTP0023,Yes,1,N/A,
WBFTP0024,Yes,1,N/A,
WBFTP0026,Yes,1,N/A,
WBFTP0040,Yes,1,N/A,
WBFTP0041,Yes,1,N/A,
WBFTP0050,Yes,1,N/A,
WBFTP0069,Yes,1,N/A,
WBFTP0110,Yes,1,N/A,
WBFTP0119,Yes,1,N/A,
WBFTP0120,Yes,1,N/A,
WBFTP0122,Yes,1,N/A,
Wbftp0144,Yes,1,N/A,
WBFTP0149,Yes,1,N/A,
WBFTP0150,Yes,1,N/A,
wbftp0178,Yes,1,N/A,
wbftp0179,Yes,1,N/A,
wbftp0180,Yes,1,N/A,
wbftp0183,Yes,1,N/A,
wbftp0185,Yes,1,N/A,
wbftp0186,Yes,1,N/A,
Wbftp0196,Yes,1,N/A,
WBFTP0241,Yes,1,N/A,
WBFTP0242,Yes,1,N/A,
WBFTP0243,Yes,1,N/A,
Wbftp0244,Yes,1,N/A,
Wbftp0245,Yes,1,N/A,
Wbftp0246,Yes,1,N/A,
Wbftp0247,Yes,1,N/A,
Wbftp0248,Yes,1,N/A,
Wbftp0249 ,Yes,1,N/A,
Wbftp0250,Yes,1,N/A,
WBFTP0254,Yes,1,N/A,
WBFTP0256,Yes,1,N/A,
WBFTP0257,Yes,1,N/A,
WBFTP0258,Yes,1,N/A,
WBFTP0259,Yes,1,N/A,
WBFTP0260,Yes,1,N/A,
WBFTP0261,Yes,1,N/A,
WBFTP0262,Yes,1,N/A,
WBFTP0263,Yes,1,N/A,
WBFTP0264,Yes,1,N/A,
WBFTP0265,Yes,1,N/A,
WBFTP0266,Yes,1,N/A,
WBFTP0267,Yes,1,N/A,
WBFTP0268,Yes,1,N/A,
WBFTP0271,Yes,1,N/A,
WBFTP0272,Yes,1,N/A,
WBFTP0273,Yes,1,N/A,
WBFTP0274,Yes,1,N/A,
WBFTP0275,Yes,1,N/A,
WBFTP0276,Yes,1,N/A,
WBFTP0277,Yes,1,N/A,
WBFTP0278,Yes,1,N/A,
Wbftp0279,Yes,1,N/A,
Wbftp0280,Yes,1,N/A,
WBFTP0295,Yes,1,N/A,
WBFTP0332,Yes,1,N/A,
WBFTP0333,Yes,1,N/A,
treeid,pruningstatus,pruningstatus,sizeofharvest,sizeofharvest
